,Unnamed: 0,Total_Stops,Price,journey_day,journey_month,Dep_hour,dep_min,Arrival_hour,Arrival_minute,duration_hours,duration_mins
0,0.0,0.0,0.027497331292683242,0.8846153846153847,0.0,0.9565217391304348,0.36363636363636365,0.043478260869565216,0.18181818181818182,0.0425531914893617,0.9090909090909091
1,9.361542782250516e-05,0.5,0.07591990019677697,0.0,0.6666666666666665,0.21739130434782608,0.9090909090909091,0.5652173913043478,0.2727272727272727,0.14893617021276595,0.45454545454545453
2,0.0001872308556450103,0.5,0.1559168134991576,0.3076923076923077,1.0,0.3913043478260869,0.45454545454545453,0.17391304347826086,0.45454545454545453,0.40425531914893614,0.0
3,0.0002808462834675155,0.25,0.05734826952014713,0.42307692307692313,0.6666666666666665,0.7826086956521738,0.09090909090909091,1.0,0.5454545454545454,0.10638297872340426,0.45454545454545453
4,0.0003744617112900206,0.25,0.1484572942523118,0.0,0.0,0.6956521739130435,0.9090909090909091,0.9130434782608695,0.6363636363636364,0.0851063829787234,0.8181818181818181
5,0.00046807713911252576,0.0,0.027188661530744795,0.8846153846153847,1.0,0.3913043478260869,0.0,0.4782608695652174,0.45454545454545453,0.0425531914893617,0.45454545454545453
6,0.000561692566935031,0.25,0.11996964747340938,0.42307692307692313,0.0,0.7826086956521738,1.0,0.43478260869565216,0.45454545454545453,0.3191489361702128,0.5454545454545454
7,0.000655307994757536,0.25,0.2637968952966445,0.0,0.0,0.34782608695652173,0.0,0.21739130434782608,0.09090909090909091,0.44680851063829785,0.09090909090909091
8,0.0007489234225800412,0.25,0.11996964747340938,0.42307692307692313,0.0,0.34782608695652173,1.0,0.43478260869565216,0.45454545454545453,0.5319148936170213,0.5454545454545454
9,0.0008425388504025464,0.25,0.08830527439455713,1.0,0.6666666666666665,0.4782608695652174,0.45454545454545453,0.8260869565217391,0.2727272727272727,0.14893617021276595,0.9090909090909091
10,0.0009361542782250515,0.25,0.09193214409733386,0.0,1.0,0.3913043478260869,0.8181818181818181,1.0,0.0,0.2765957446808511,0.2727272727272727
11,0.0010297697060475566,0.0,0.03105989479505614,0.6538461538461539,0.33333333333333326,0.8695652173913043,0.36363636363636365,0.9565217391304348,1.0,0.0425531914893617,0.6363636363636364
12,0.001123385133870062,0.0,0.037400486154875054,0.8846153846153847,1.0,0.4782608695652174,0.7272727272727273,0.5652173913043478,1.0,0.0425531914893617,0.2727272727272727
13,0.001217000561692567,0.25,0.10165524159839491,0.3076923076923077,0.6666666666666665,0.9130434782608695,0.18181818181818182,0.3913043478260869,0.36363636363636365,0.2553191489361702,0.18181818181818182
14,0.001310615989515072,0.0,0.03916247604594035,0.8846153846153847,0.33333333333333326,0.7391304347826086,0.2727272727272727,0.8260869565217391,0.9090909090909091,0.0425531914893617,0.6363636363636364
15,0.0014042314173375774,0.5,0.15757591346957672,0.07692307692307693,0.0,0.6956521739130435,0.7272727272727273,0.8260869565217391,0.2727272727272727,0.5531914893617021,0.6363636363636364
16,0.0014978468451600825,0.25,0.052358108368808914,0.5384615384615385,0.33333333333333326,0.34782608695652173,0.8181818181818181,0.5652173913043478,0.2727272727272727,0.0851063829787234,0.5454545454545454
17,0.0015914622729825876,0.25,0.10935912440677531,0.42307692307692313,1.0,0.6086956521739131,0.0,0.5217391304347826,0.6363636363636364,0.46808510638297873,0.6363636363636364
18,0.0016850777008050929,0.5,0.14947333221869252,0.42307692307692313,1.0,0.8695652173913043,0.2727272727272727,0.8260869565217391,0.2727272727272727,0.48936170212765956,0.0
